timestamp,open,high,low,close,volume
2023-11-14 18:22:00,150.8600,150.8600,150.8600,150.8600,25
2023-11-14 18:21:00,150.8650,150.8650,150.8650,150.8650,20
2023-11-14 18:20:00,150.8000,150.8000,150.8000,150.8000,2
2023-11-14 18:19:00,150.7000,150.7000,150.6800,150.6800,50
2023-11-14 18:17:00,150.8700,150.8700,150.8700,150.8700,12
2023-11-14 18:15:00,150.6500,150.6500,150.6300,150.6300,30
2023-11-14 18:13:00,150.8700,150.8700,150.8600,150.8600,8
2023-11-14 18:12:00,150.8600,150.8700,150.8600,150.8700,50
2023-11-14 18:11:00,150.8200,150.8200,150.8200,150.8200,10
2023-11-14 18:10:00,150.8700,150.8700,150.6900,150.6900,8
2023-11-14 18:07:00,150.8700,150.8700,150.8700,150.8700,57
2023-11-14 18:04:00,150.8500,150.8700,150.8100,150.8700,83
2023-11-14 18:03:00,150.8700,150.8700,150.8700,150.8700,1005
2023-11-14 18:02:00,150.8500,150.8500,150.8500,150.8500,6
2023-11-14 18:01:00,150.8690,150.8700,150.8100,150.8100,1011
2023-11-14 17:57:00,150.6400,150.6400,150.6400,150.6400,50
2023-11-14 17:56:00,150.6900,150.8500,150.6700,150.8500,904
2023-11-14 17:54:00,150.6900,150.6900,150.6900,150.6900,66
2023-11-14 17:49:00,150.6900,150.6900,150.6900,150.6900,100
2023-11-14 17:47:00,150.6900,150.6900,150.6900,150.6900,35
2023-11-14 17:45:00,150.7800,150.7800,150.6900,150.6900,60
2023-11-14 17:41:00,150.6000,150.6000,150.6000,150.6000,7
2023-11-14 17:39:00,150.8700,150.8700,150.8000,150.8000,51
2023-11-14 17:38:00,150.8000,150.8000,150.8000,150.8000,200
2023-11-14 17:37:00,150.8500,150.8500,150.8500,150.8500,7
2023-11-14 17:36:00,150.8500,150.8500,150.8500,150.8500,1
2023-11-14 17:35:00,150.8700,150.8700,150.8700,150.8700,25
2023-11-14 17:34:00,150.8690,150.8700,150.8500,150.8700,416
2023-11-14 17:32:00,150.8700,150.8700,150.8700,150.8700,13
2023-11-14 17:31:00,150.8000,150.8000,150.8000,150.8000,215
2023-11-14 17:30:00,150.7900,150.7900,150.7900,150.7900,300
2023-11-14 17:29:00,150.8300,150.8300,150.8000,150.8000,659
2023-11-14 17:27:00,150.8620,150.8620,150.8000,150.8000,217
2023-11-14 17:25:00,150.8640,150.8640,150.8640,150.8640,50
2023-11-14 17:24:00,150.8000,150.8690,150.8000,150.8000,325
2023-11-14 17:23:00,150.8000,150.8700,150.8000,150.8700,238
2023-11-14 17:22:00,150.8700,150.8700,150.8000,150.8700,107
2023-11-14 17:21:00,150.8000,150.8700,150.5000,150.8000,651
2023-11-14 17:20:00,150.8000,150.8000,150.8000,150.8000,80
2023-11-14 17:19:00,150.7790,150.8000,150.6000,150.8000,1121
2023-11-14 17:18:00,150.4600,150.5800,150.4600,150.5800,203
2023-11-14 17:12:00,150.0800,150.0800,150.0800,150.0800,2
2023-11-14 17:10:00,150.4100,150.5100,150.3600,150.5100,57
2023-11-14 17:06:00,150.3500,150.3500,150.3500,150.3500,21
2023-11-14 17:05:00,150.3500,150.3600,150.3000,150.3600,129
2023-11-14 17:02:00,150.0100,150.3600,150.0100,150.3600,23
2023-11-14 17:00:00,150.4100,150.4100,150.3000,150.3000,126207
2023-11-14 16:59:00,150.3500,150.3500,150.3500,150.3500,4
2023-11-14 16:58:00,150.4000,150.4000,150.4000,150.4000,2
2023-11-14 16:44:00,150.3500,150.3500,150.3500,150.3500,5
2023-11-14 16:43:00,150.0100,150.0100,150.0100,150.0100,400
2023-11-14 16:38:00,150.8000,150.8000,150.8000,150.8000,5
2023-11-14 16:36:00,150.0100,150.0100,150.0100,150.0100,1
2023-11-14 16:32:00,150.2500,150.2500,150.0200,150.2500,294
2023-11-14 16:28:00,150.1550,150.1550,150.0100,150.0100,91
2023-11-14 16:26:00,150.1300,150.1800,150.1300,150.1800,2
2023-11-14 16:23:00,150.4100,150.4100,150.4100,150.4100,5355
2023-11-14 16:22:00,150.8000,150.8000,150.8000,150.8000,1
2023-11-14 16:20:00,150.4100,150.4100,150.4100,150.4100,500
2023-11-14 16:16:00,150.1800,150.5200,150.1800,150.5200,3
2023-11-14 16:15:00,150.4100,150.4800,150.4100,150.4500,16
2023-11-14 16:13:00,150.8000,150.8000,150.8000,150.8000,3
2023-11-14 16:10:00,150.4100,150.4100,150.4100,150.4100,573072
2023-11-14 16:09:00,150.0100,150.0100,150.0100,150.0100,9
2023-11-14 16:05:00,150.4100,150.4100,150.4100,150.4100,432
2023-11-14 16:04:00,150.4100,150.4100,150.4100,150.4100,565
2023-11-14 16:03:00,150.4800,150.4800,150.0000,150.1400,9322
2023-11-14 16:02:00,150.4800,150.4800,150.4100,150.4800,20815
2023-11-14 16:01:00,150.4100,150.4100,150.4100,150.4100,791
2023-11-14 16:00:00,150.4100,150.4300,150.4100,150.4100,1210569
2023-11-14 15:59:00,150.1900,150.4600,150.1900,150.4100,122632
2023-11-14 15:58:00,150.2150,150.2300,150.1600,150.1800,46888
2023-11-14 15:57:00,150.2700,150.2900,150.2100,150.2200,42196
2023-11-14 15:56:00,150.2200,150.2800,150.1900,150.2700,54535
2023-11-14 15:55:00,150.2800,150.3300,150.1900,150.2200,39809
2023-11-14 15:54:00,150.3100,150.3300,150.2500,150.2800,32785
2023-11-14 15:53:00,150.2900,150.3500,150.2400,150.3200,49624
2023-11-14 15:52:00,150.3300,150.3800,150.2900,150.2900,24774
2023-11-14 15:51:00,150.4200,150.4200,150.3300,150.3400,33904
2023-11-14 15:50:00,150.5500,150.5700,150.4000,150.4200,34551
2023-11-14 15:49:00,150.6100,150.6150,150.5300,150.5300,25395
2023-11-14 15:48:00,150.6000,150.6400,150.5990,150.6150,19046
2023-11-14 15:47:00,150.7200,150.7200,150.6000,150.6000,11407
2023-11-14 15:46:00,150.7900,150.8060,150.7200,150.7200,22750
2023-11-14 15:45:00,150.7000,150.7900,150.6800,150.7750,17205
2023-11-14 15:44:00,150.7600,150.7900,150.7100,150.7100,15041
2023-11-14 15:43:00,150.7500,150.7700,150.7300,150.7600,24044
2023-11-14 15:42:00,150.6800,150.7600,150.6740,150.7400,27356
2023-11-14 15:41:00,150.7550,150.7750,150.6700,150.6850,24218
2023-11-14 15:40:00,150.6950,150.7700,150.6900,150.7550,28601
2023-11-14 15:39:00,150.6250,150.7000,150.6250,150.6950,11734
2023-11-14 15:38:00,150.6220,150.6400,150.6200,150.6250,11733
2023-11-14 15:37:00,150.6600,150.6690,150.6200,150.6250,22342
2023-11-14 15:36:00,150.6000,150.6600,150.6000,150.6550,15454
2023-11-14 15:35:00,150.5950,150.6090,150.5800,150.6050,7968
2023-11-14 15:34:00,150.6400,150.6500,150.6000,150.6000,9188
2023-11-14 15:33:00,150.6200,150.6700,150.6200,150.6300,8831
2023-11-14 15:32:00,150.5800,150.6200,150.5800,150.6200,5932
2023-11-14 15:31:00,150.6320,150.6320,150.5700,150.5900,7724
2023-11-14 15:30:00,150.5650,150.6400,150.5600,150.6300,13748
2023-11-14 15:29:00,150.5400,150.5700,150.5200,150.5500,9959
2023-11-14 15:28:00,150.4900,150.5400,150.4800,150.5300,13418
2023-11-14 15:27:00,150.5100,150.5100,150.4800,150.4900,6230
2023-11-14 15:26:00,150.5300,150.5300,150.4800,150.5000,8074
2023-11-14 15:25:00,150.5000,150.5200,150.4800,150.5200,6584
2023-11-14 15:24:00,150.5700,150.5700,150.5100,150.5100,7753
2023-11-14 15:23:00,150.5900,150.5900,150.5700,150.5700,7769
2023-11-14 15:22:00,150.6300,150.6300,150.5700,150.5800,6670
2023-11-14 15:21:00,150.6300,150.6600,150.6300,150.6300,4745
2023-11-14 15:20:00,150.6700,150.6700,150.6000,150.6500,9192
2023-11-14 15:19:00,150.6550,150.6800,150.6400,150.6700,10571
2023-11-14 15:18:00,150.6500,150.6600,150.6400,150.6500,12575
2023-11-14 15:17:00,150.7000,150.7000,150.6350,150.6380,6293
2023-11-14 15:16:00,150.7150,150.7200,150.6900,150.6990,7924
2023-11-14 15:15:00,150.7200,150.7300,150.7050,150.7100,4363
2023-11-14 15:14:00,150.6800,150.7200,150.6700,150.7200,8112
2023-11-14 15:13:00,150.7000,150.7000,150.6700,150.6800,4283
2023-11-14 15:12:00,150.6500,150.7000,150.6400,150.7000,5737
2023-11-14 15:11:00,150.5500,150.6400,150.5450,150.6400,8087
2023-11-14 15:10:00,150.5800,150.6400,150.5700,150.5700,13079
2023-11-14 15:09:00,150.6000,150.6100,150.5800,150.5800,2938
2023-11-14 15:08:00,150.5200,150.5800,150.5100,150.5800,6938
2023-11-14 15:07:00,150.4600,150.5250,150.4550,150.5200,9640
2023-11-14 15:06:00,150.4100,150.4700,150.4100,150.4450,4854
2023-11-14 15:05:00,150.3900,150.4400,150.3900,150.4100,7123
2023-11-14 15:04:00,150.4300,150.4400,150.4000,150.4200,4206
2023-11-14 15:03:00,150.4400,150.4700,150.4300,150.4300,8528
2023-11-14 15:02:00,150.4800,150.4800,150.4300,150.4400,8564
2023-11-14 15:01:00,150.5300,150.5300,150.4700,150.5000,8267
2023-11-14 15:00:00,150.4850,150.5400,150.4850,150.5400,9182
2023-11-14 14:59:00,150.4600,150.4850,150.4600,150.4850,5136
2023-11-14 14:58:00,150.4300,150.4770,150.4300,150.4500,5916
2023-11-14 14:57:00,150.4050,150.4300,150.4000,150.4100,3117
2023-11-14 14:56:00,150.4150,150.4150,150.4000,150.4050,5891
2023-11-14 14:55:00,150.3500,150.4270,150.3500,150.4150,12847
2023-11-14 14:54:00,150.3500,150.3600,150.3350,150.3500,8568
2023-11-14 14:53:00,150.3500,150.3700,150.3400,150.3400,6697
2023-11-14 14:52:00,150.3000,150.3500,150.3000,150.3500,7342
2023-11-14 14:51:00,150.2900,150.3100,150.2900,150.3000,4656
2023-11-14 14:50:00,150.2600,150.2900,150.2600,150.2900,3464
2023-11-14 14:49:00,150.2630,150.2800,150.2500,150.2500,3235
2023-11-14 14:48:00,150.2600,150.2750,150.2300,150.2700,4565
2023-11-14 14:47:00,150.3200,150.3200,150.2400,150.2450,4513
2023-11-14 14:46:00,150.3500,150.3630,150.3300,150.3490,5075
2023-11-14 14:45:00,150.2600,150.3400,150.2600,150.3400,10633
2023-11-14 14:44:00,150.2400,150.2500,150.2300,150.2500,6105
2023-11-14 14:43:00,150.2000,150.2300,150.2000,150.2260,4578
2023-11-14 14:42:00,150.2600,150.2700,150.2200,150.2200,5771
2023-11-14 14:41:00,150.2300,150.2500,150.2300,150.2310,3166
2023-11-14 14:40:00,150.2400,150.2510,150.2200,150.2200,4468
2023-11-14 14:39:00,150.2450,150.2500,150.2150,150.2500,6828
2023-11-14 14:38:00,150.2100,150.2600,150.2100,150.2600,11978
2023-11-14 14:37:00,150.2000,150.2200,150.1900,150.2100,4749
2023-11-14 14:36:00,150.1300,150.2200,150.1300,150.2200,5088
2023-11-14 14:35:00,150.1500,150.1600,150.1200,150.1550,3886
2023-11-14 14:34:00,150.1100,150.1700,150.1100,150.1400,3913
2023-11-14 14:33:00,150.1200,150.1400,150.1100,150.1300,2739
2023-11-14 14:32:00,150.1800,150.1800,150.1100,150.1100,17414
2023-11-14 14:31:00,150.1300,150.1600,150.1100,150.1600,6767
2023-11-14 14:30:00,150.1050,150.1500,150.1050,150.1300,3934
2023-11-14 14:29:00,150.1000,150.1200,150.0950,150.1000,4668
2023-11-14 14:28:00,150.1000,150.1000,150.0800,150.0940,6084
2023-11-14 14:27:00,150.0600,150.1100,150.0500,150.1100,5776
2023-11-14 14:26:00,150.0700,150.0700,150.0400,150.0700,2292
2023-11-14 14:25:00,150.0600,150.0900,150.0500,150.0900,4922
2023-11-14 14:24:00,150.0600,150.0950,150.0600,150.0810,4864
2023-11-14 14:23:00,150.0700,150.1000,150.0600,150.0600,3572
2023-11-14 14:22:00,150.1000,150.1040,150.0700,150.0800,5129
2023-11-14 14:21:00,150.0600,150.1000,150.0600,150.1000,1242
2023-11-14 14:20:00,150.1100,150.1100,150.0400,150.0700,5975
2023-11-14 14:19:00,150.1250,150.1550,150.1100,150.1250,8844
2023-11-14 14:18:00,150.0700,150.1200,150.0700,150.1100,11568
2023-11-14 14:17:00,150.0300,150.0600,150.0260,150.0600,5769
2023-11-14 14:16:00,150.0100,150.0420,150.0100,150.0300,3467
2023-11-14 14:15:00,150.0400,150.0400,150.0100,150.0100,3931
2023-11-14 14:14:00,150.0400,150.0600,150.0300,150.0500,6771
2023-11-14 14:13:00,150.0300,150.0650,150.0300,150.0320,5038
2023-11-14 14:12:00,150.0400,150.0800,150.0350,150.0400,5272
2023-11-14 14:11:00,149.8900,150.0500,149.8850,150.0200,30110
2023-11-14 14:10:00,149.9200,149.9400,149.8400,149.8700,8699
2023-11-14 14:09:00,149.8300,149.9460,149.8300,149.9460,4450
2023-11-14 14:08:00,149.8500,149.8500,149.8100,149.8100,2774
2023-11-14 14:07:00,149.8350,149.9000,149.8350,149.8650,3122
2023-11-14 14:06:00,149.8700,149.8900,149.8300,149.8300,5116
2023-11-14 14:05:00,149.8200,149.8800,149.8200,149.8800,4114
2023-11-14 14:04:00,149.8200,149.8500,149.8200,149.8300,5496
2023-11-14 14:03:00,149.8400,149.8500,149.8200,149.8200,2416
2023-11-14 14:02:00,149.8500,149.8700,149.8300,149.8500,2732
2023-11-14 14:01:00,149.7500,149.8400,149.7200,149.8300,4092
2023-11-14 14:00:00,149.7500,149.8000,149.7470,149.7480,5371
2023-11-14 13:59:00,149.7750,149.7800,149.7500,149.7600,2633
2023-11-14 13:58:00,149.8400,149.8400,149.7900,149.8000,6183
2023-11-14 13:57:00,149.8000,149.8400,149.8000,149.8400,2218
2023-11-14 13:56:00,149.7900,149.8100,149.7900,149.8100,2568
2023-11-14 13:55:00,149.7900,149.8050,149.7600,149.7800,4170
2023-11-14 13:54:00,149.8560,149.8560,149.7950,149.7950,2923
2023-11-14 13:53:00,149.9000,149.9000,149.8500,149.8500,4372
2023-11-14 13:52:00,149.9000,149.9100,149.8900,149.9000,2596
2023-11-14 13:51:00,149.8600,149.9260,149.8600,149.9100,6073
2023-11-14 13:50:00,149.8750,149.8900,149.8650,149.8650,1533
2023-11-14 13:49:00,149.7700,149.8450,149.7700,149.8450,3842
2023-11-14 13:48:00,149.8000,149.8100,149.7850,149.7850,2287
2023-11-14 13:47:00,149.8500,149.8500,149.8000,149.8000,2698
2023-11-14 13:46:00,149.8100,149.8500,149.8100,149.8500,2904
2023-11-14 13:45:00,149.8300,149.8400,149.7800,149.8200,5006
2023-11-14 13:44:00,149.8500,149.8500,149.8210,149.8500,2493
2023-11-14 13:43:00,149.8900,149.8900,149.8450,149.8800,4890
2023-11-14 13:42:00,149.9100,149.9100,149.9000,149.9000,2398
2023-11-14 13:41:00,149.9500,149.9500,149.8900,149.9100,3666
2023-11-14 13:40:00,149.8500,149.9500,149.8500,149.9500,29172
2023-11-14 13:39:00,149.8200,149.8600,149.8200,149.8330,2761
2023-11-14 13:38:00,149.7900,149.8000,149.7850,149.8000,3075
2023-11-14 13:37:00,149.7800,149.7900,149.7700,149.7800,1686
2023-11-14 13:36:00,149.7400,149.8100,149.7100,149.8100,8488
2023-11-14 13:35:00,149.8400,149.8400,149.7300,149.7400,4279
2023-11-14 13:34:00,149.9150,149.9170,149.8380,149.8500,8068
2023-11-14 13:33:00,149.9500,149.9700,149.9100,149.9100,4237
2023-11-14 13:32:00,149.9200,149.9400,149.9000,149.9400,4366
2023-11-14 13:31:00,149.8230,149.9000,149.8230,149.9000,3762
2023-11-14 13:30:00,149.7800,149.8100,149.7700,149.8100,7005
2023-11-14 13:29:00,149.7800,149.7900,149.7650,149.7650,3069
2023-11-14 13:28:00,149.7600,149.7800,149.7540,149.7800,3500
2023-11-14 13:27:00,149.6900,149.7500,149.6900,149.7450,3779
2023-11-14 13:26:00,149.7300,149.7300,149.6900,149.6900,1490
2023-11-14 13:25:00,149.7490,149.7490,149.7150,149.7400,4072
2023-11-14 13:24:00,149.7400,149.7600,149.7400,149.7400,2761
2023-11-14 13:23:00,149.7610,149.7610,149.7480,149.7480,2191
2023-11-14 13:22:00,149.7600,149.7800,149.7400,149.7800,2696
2023-11-14 13:21:00,149.7700,149.7850,149.7400,149.7600,2716
2023-11-14 13:20:00,149.8100,149.8100,149.7700,149.7800,3245
2023-11-14 13:19:00,149.8200,149.8200,149.7900,149.8100,3111
2023-11-14 13:18:00,149.7900,149.8200,149.7900,149.8200,2884
2023-11-14 13:17:00,149.7900,149.8200,149.7800,149.8000,5031
2023-11-14 13:16:00,149.7100,149.7900,149.7000,149.7900,4971
2023-11-14 13:15:00,149.7050,149.7200,149.6930,149.7200,3689
2023-11-14 13:14:00,149.7400,149.7400,149.7000,149.7200,3225
2023-11-14 13:13:00,149.7000,149.7400,149.7000,149.7400,4892
2023-11-14 13:12:00,149.6750,149.7000,149.6700,149.6800,3793
2023-11-14 13:11:00,149.7200,149.7200,149.6700,149.6700,2981
2023-11-14 13:10:00,149.6900,149.7250,149.6700,149.7150,5344
2023-11-14 13:09:00,149.7400,149.7550,149.7200,149.7200,2108
2023-11-14 13:08:00,149.7400,149.7500,149.7400,149.7400,1547
2023-11-14 13:07:00,149.7300,149.7500,149.7250,149.7500,2364
2023-11-14 13:06:00,149.7600,149.7750,149.7500,149.7500,3515
2023-11-14 13:05:00,149.7500,149.7600,149.7400,149.7490,4084
2023-11-14 13:04:00,149.7300,149.7500,149.7100,149.7400,6655
2023-11-14 13:03:00,149.7300,149.7500,149.7300,149.7400,2840
2023-11-14 13:02:00,149.7800,149.7900,149.7300,149.7300,3695
2023-11-14 13:01:00,149.8000,149.8000,149.7600,149.7700,3326
2023-11-14 13:00:00,149.8200,149.8300,149.8100,149.8100,3725
2023-11-14 12:59:00,149.8300,149.8400,149.8200,149.8200,3028
2023-11-14 12:58:00,149.7950,149.8350,149.7950,149.8300,3331
2023-11-14 12:57:00,149.8000,149.8300,149.7850,149.8050,4270
2023-11-14 12:56:00,149.7300,149.8000,149.7200,149.8000,5274
2023-11-14 12:55:00,149.7900,149.7950,149.7100,149.7300,3632
2023-11-14 12:54:00,149.7900,149.8000,149.7700,149.7900,7077
2023-11-14 12:53:00,149.7500,149.7900,149.7350,149.7900,4780
2023-11-14 12:52:00,149.7300,149.7500,149.7300,149.7400,4784
2023-11-14 12:51:00,149.6600,149.7200,149.6300,149.7200,8177
2023-11-14 12:50:00,149.6950,149.7100,149.6550,149.6550,5325
2023-11-14 12:49:00,149.6900,149.6900,149.6800,149.6900,3255
2023-11-14 12:48:00,149.7090,149.7090,149.6700,149.6800,7826
2023-11-14 12:47:00,149.6700,149.7100,149.6700,149.6900,2683
2023-11-14 12:46:00,149.6700,149.7000,149.6700,149.6800,2044
2023-11-14 12:45:00,149.6900,149.6900,149.6350,149.6700,4458
2023-11-14 12:44:00,149.6700,149.6900,149.6700,149.6800,1766
2023-11-14 12:43:00,149.7700,149.7700,149.6200,149.6600,9411
2023-11-14 12:42:00,149.7400,149.7700,149.7300,149.7700,48652
2023-11-14 12:41:00,149.7800,149.7800,149.7410,149.7460,3648
2023-11-14 12:40:00,149.7800,149.7800,149.7600,149.7800,3283
2023-11-14 12:39:00,149.7700,149.7900,149.7700,149.7900,2245
2023-11-14 12:38:00,149.7400,149.7800,149.7400,149.7500,5224
2023-11-14 12:37:00,149.7100,149.7400,149.7100,149.7350,2310
2023-11-14 12:36:00,149.7000,149.7200,149.6800,149.7200,4108
2023-11-14 12:35:00,149.6950,149.7000,149.6900,149.6950,1871
2023-11-14 12:34:00,149.6950,149.7200,149.6850,149.6850,2523
2023-11-14 12:33:00,149.6700,149.7100,149.6700,149.7000,4128
2023-11-14 12:32:00,149.7250,149.7250,149.6850,149.6850,5407
2023-11-14 12:31:00,149.7200,149.7400,149.6850,149.7100,6898
2023-11-14 12:30:00,149.6700,149.7300,149.6700,149.7200,8258
2023-11-14 12:29:00,149.6700,149.6800,149.6550,149.6700,3611
2023-11-14 12:28:00,149.6700,149.6900,149.6550,149.6800,6162
2023-11-14 12:27:00,149.6600,149.6700,149.6410,149.6700,4578
2023-11-14 12:26:00,149.6500,149.6700,149.6400,149.6670,3767
2023-11-14 12:25:00,149.5500,149.6600,149.5500,149.6600,4697
2023-11-14 12:24:00,149.5600,149.5900,149.5300,149.5400,5435
2023-11-14 12:23:00,149.6000,149.6000,149.5100,149.5700,6543
2023-11-14 12:22:00,149.6200,149.6200,149.5900,149.6000,1711
2023-11-14 12:21:00,149.6600,149.6600,149.5800,149.6100,5727
2023-11-14 12:20:00,149.6400,149.6720,149.6100,149.6720,7402
2023-11-14 12:19:00,149.7090,149.7200,149.6500,149.6510,7704
2023-11-14 12:18:00,149.7000,149.7100,149.6400,149.7100,4720
2023-11-14 12:17:00,149.7600,149.7600,149.7200,149.7300,4986
2023-11-14 12:16:00,149.7400,149.7700,149.7400,149.7580,4095
2023-11-14 12:15:00,149.7220,149.7400,149.7100,149.7220,4579
2023-11-14 12:14:00,149.7110,149.7400,149.7110,149.7300,3287
2023-11-14 12:13:00,149.7600,149.7700,149.7300,149.7300,4167
2023-11-14 12:12:00,149.7200,149.7800,149.7200,149.7500,4354
2023-11-14 12:11:00,149.6870,149.7500,149.6800,149.7300,4403
2023-11-14 12:10:00,149.7000,149.7100,149.6400,149.6800,5510
2023-11-14 12:09:00,149.7200,149.7300,149.6800,149.7000,5305
2023-11-14 12:08:00,149.6600,149.7400,149.6600,149.7110,5418
2023-11-14 12:07:00,149.7980,149.7980,149.6700,149.6700,9399
2023-11-14 12:06:00,149.7600,149.7900,149.7500,149.7900,4601
2023-11-14 12:05:00,149.7600,149.7800,149.7100,149.7450,6213
2023-11-14 12:04:00,149.7600,149.8050,149.7600,149.7650,5854
2023-11-14 12:03:00,149.8300,149.8300,149.7500,149.7600,6350
2023-11-14 12:02:00,149.7900,149.8000,149.7800,149.8000,6081
2023-11-14 12:01:00,149.7500,149.8000,149.7400,149.8000,8361
2023-11-14 12:00:00,149.7820,149.7820,149.7200,149.7200,6239
2023-11-14 11:59:00,149.7400,149.8000,149.7300,149.8000,6155
2023-11-14 11:58:00,149.7400,149.7600,149.7300,149.7600,6535
2023-11-14 11:57:00,149.8300,149.8300,149.7500,149.7500,6362
2023-11-14 11:56:00,149.8800,149.8900,149.8500,149.8500,5717
2023-11-14 11:55:00,149.8600,149.8900,149.8500,149.8900,4460
2023-11-14 11:54:00,149.8600,149.8700,149.8500,149.8600,3197
2023-11-14 11:53:00,149.8300,149.8520,149.8200,149.8520,3263
2023-11-14 11:52:00,149.8010,149.8400,149.8010,149.8300,4372
2023-11-14 11:51:00,149.7900,149.8100,149.7500,149.8000,4847
2023-11-14 11:50:00,149.8400,149.8450,149.8200,149.8200,4418
2023-11-14 11:49:00,149.8800,149.8850,149.7700,149.8300,6119
2023-11-14 11:48:00,149.8800,149.8800,149.8300,149.8800,3463
2023-11-14 11:47:00,149.8800,149.8800,149.8150,149.8650,3323
2023-11-14 11:46:00,149.8600,149.8900,149.8600,149.8900,4631
2023-11-14 11:45:00,149.8900,149.9050,149.8500,149.8800,5697
2023-11-14 11:44:00,149.8100,149.8800,149.8000,149.8600,6208
2023-11-14 11:43:00,149.8600,149.8600,149.8100,149.8100,5284
2023-11-14 11:42:00,149.8700,149.8800,149.8500,149.8700,3467
2023-11-14 11:41:00,149.9050,149.9360,149.8500,149.8700,10284
2023-11-14 11:40:00,149.8600,149.8900,149.8300,149.8900,7470
2023-11-14 11:39:00,149.8950,149.8950,149.8500,149.8700,8669
2023-11-14 11:38:00,149.8400,149.8900,149.8300,149.8900,5182
2023-11-14 11:37:00,149.9450,149.9550,149.8310,149.8310,5745
2023-11-14 11:36:00,150.0200,150.0200,149.9750,149.9750,4239
2023-11-14 11:35:00,149.9750,150.0100,149.9750,150.0100,5443
2023-11-14 11:34:00,149.9800,150.0000,149.9500,149.9800,7468
2023-11-14 11:33:00,149.9700,150.0100,149.9550,149.9700,6836
2023-11-14 11:32:00,150.0700,150.0830,149.9550,149.9650,5274
2023-11-14 11:31:00,150.0100,150.0700,149.9900,150.0700,5197
2023-11-14 11:30:00,150.0500,150.0500,149.9900,150.0400,7858
2023-11-14 11:29:00,150.0400,150.0800,150.0400,150.0800,2125
2023-11-14 11:28:00,150.0150,150.0850,150.0100,150.0200,10219
2023-11-14 11:27:00,150.0390,150.0520,150.0000,150.0250,4720
2023-11-14 11:26:00,150.0700,150.0900,150.0100,150.0350,6926
2023-11-14 11:25:00,150.0700,150.0700,150.0500,150.0500,4491
2023-11-14 11:24:00,150.0700,150.1000,150.0400,150.0600,7945
2023-11-14 11:23:00,150.1000,150.1000,150.0450,150.1000,5186
2023-11-14 11:22:00,150.0100,150.0900,150.0100,150.0850,6237
2023-11-14 11:21:00,150.0650,150.0650,149.9600,150.0500,13588
2023-11-14 11:20:00,150.1070,150.1100,150.0510,150.0650,6210
2023-11-14 11:19:00,150.2100,150.2100,150.1200,150.1200,3966
2023-11-14 11:18:00,150.2100,150.2510,150.1900,150.2300,8481
2023-11-14 11:17:00,150.1910,150.2300,150.1800,150.2170,4411
2023-11-14 11:16:00,150.2000,150.2350,150.1700,150.1700,4310
